Product Name,Price,Image URL,Local Image Path,Product Page
Qinghuaci,$89.99 USD,,product_images/Qinghuaci.jpg,https://ersanails.com/collections/all/products/qinghuaci
Liquid Snake,$39.99 USD$47.99 USD,,product_images/Liquid_Snake.jpg,https://ersanails.com/collections/all/products/liquid-snake
Renaissance Reverie,$529.99 USD$729.89 USD,,product_images/Renaissance_Reverie.jpg,https://ersanails.com/collections/all/products/renaissance-reverie
Pillow Talk,$89.99 USD$129.97 USD,,product_images/Pillow_Talk.jpg,https://ersanails.com/collections/all/products/pillow-talk
Gildenfire Dragon,$99.88 USD$118.88 USD,,product_images/Gildenfire_Dragon.jpg,https://ersanails.com/collections/all/products/gildenfire-dragon
Lotus Fairy,$64.99 USD$69.99 USD,,product_images/Lotus_Fairy.jpg,https://ersanails.com/collections/all/products/lotus-fairy
Blaze Dragon,$79.99 USD,,product_images/Blaze_Dragon.jpg,https://ersanails.com/collections/all/products/blaze-dragon
Custom Ring Design,$35.00 USD,,product_images/Custom_Ring_Design.jpg,https://ersanails.com/collections/all/products/custom-ring-design
Opalescent S,$69.99 USD,,product_images/Opalescent_S.jpg,https://ersanails.com/collections/all/products/opalescent-s
Folklore,$49.99 USD$54.99 USD,,product_images/Folklore.jpg,https://ersanails.com/collections/all/products/folklore
The Harmony,$529.99 USD$738.80 USD,,product_images/The_Harmony.jpg,https://ersanails.com/collections/all/products/the-harmony
Olive S,$69.99 USD$89.99 USD,,product_images/Olive_S.jpg,https://ersanails.com/collections/all/products/olive-s
Qipao,$64.99 USD$69.99 USD,,product_images/Qipao.jpg,https://ersanails.com/collections/all/products/qipao
Dragon Roar,$279.99 USD$368.85 USD,,product_images/Dragon_Roar.jpg,https://ersanails.com/collections/all/products/dragon-roar
Oriental Beauty,$209.99 USD$289.96 USD,,product_images/Oriental_Beauty.jpg,https://ersanails.com/collections/all/products/oriental-beauty
Only You,$119.99 USD$169.96 USD,,product_images/Only_You.jpg,https://ersanails.com/collections/all/products/only-you
Camellia Aroma Charm,$9.99 USD,,product_images/Camellia_Aroma_Charm.jpg,https://ersanails.com/collections/all/products/camellia-aroma-charm
Flower Hairclip,$6.99 USD,,product_images/Flower_Hairclip.jpg,https://ersanails.com/collections/all/products/flower-hairclip
Blue Crystal - Braided Bracelet,$19.99 USD$24.99 USD,,product_images/Blue_Crystal_-_Braided_Bracelet.jpg,https://ersanails.com/collections/all/products/handmade-bracelet-blue-crystal
Sweet Strawberry - Strawberry Phone Charm,$14.99 USD,,product_images/Sweet_Strawberry_-_Strawberry_Phone_Charm.jpg,https://ersanails.com/collections/all/products/phone-charm-sweet-strawberry
Pink Puppy - Puppy Phone Charm,$19.99 USD,,product_images/Pink_Puppy_-_Puppy_Phone_Charm.jpg,https://ersanails.com/collections/all/products/phone-charm-pink-puppy
Seashell - Kitty Phone Charm,$14.99 USD,,product_images/Seashell_-_Kitty_Phone_Charm.jpg,https://ersanails.com/collections/all/products/phone-charm-seashell
Pink Sakura - Flower Phone Charm,$14.99 USD,,product_images/Pink_Sakura_-_Flower_Phone_Charm.jpg,https://ersanails.com/collections/all/products/phone-charm-pink-sakura
Butterflies & Petals - Flower Phone Charm,$14.99 USD,,product_images/Butterflies__Petals_-_Flower_Phone_Charm.jpg,https://ersanails.com/collections/all/products/phone-charm-butterflies-petals
Mermaid - Mermaid Phone Charm,$14.99 USD,,product_images/Mermaid_-_Mermaid_Phone_Charm.jpg,https://ersanails.com/collections/all/products/phone-charm-mermaid
Metallic Bows - Bow Phone Charm,$19.99 USD,,product_images/Metallic_Bows_-_Bow_Phone_Charm.jpg,https://ersanails.com/collections/all/products/phone-charm-metallic-bows
Blue Starfish - Starfish Phone Charm,$19.99 USD,,product_images/Blue_Starfish_-_Starfish_Phone_Charm.jpg,https://ersanails.com/collections/all/products/phone-charm-blue-starfish
Brown Kitty - Kitty Phone Charm,$19.99 USD,,product_images/Brown_Kitty_-_Kitty_Phone_Charm.jpg,https://ersanails.com/collections/all/products/phone-charm-brown-kitty
White Kitty - Handmade Bracelet,$19.99 USD,,product_images/White_Kitty_-_Handmade_Bracelet.jpg,https://ersanails.com/collections/all/products/handmade-bracelet-white-kitty
Pink Kitty - Handmade Bracelet,$19.99 USD,,product_images/Pink_Kitty_-_Handmade_Bracelet.jpg,https://ersanails.com/collections/all/products/handmade-bracelet-pink-kitty
Blue Kitty - Handmade Bracelet,$19.99 USD,,product_images/Blue_Kitty_-_Handmade_Bracelet.jpg,https://ersanails.com/collections/all/products/handmade-bracelet-blue-kitty
Naughty Kitty - Handmade Bracelet,$19.99 USD,,product_images/Naughty_Kitty_-_Handmade_Bracelet.jpg,https://ersanails.com/collections/all/products/handmade-bracelet-naughty-kitty
Silver Star - Handmade Bracelet,$19.99 USD,,product_images/Silver_Star_-_Handmade_Bracelet.jpg,https://ersanails.com/collections/all/products/handmade-bracelet-silver-star
Crystal Flower - Handmade Bracelet,$19.99 USD,,product_images/Crystal_Flower_-_Handmade_Bracelet.jpg,https://ersanails.com/collections/all/products/handmade-bracelet-crystal-flower
Handmade Butterfly Ring,$19.99 USD,,product_images/Handmade_Butterfly_Ring.jpg,https://ersanails.com/collections/all/products/handmade-butterfly-ring
Strawberry Cake - Strawberry Phone Charm,$19.99 USD,,product_images/Strawberry_Cake_-_Strawberry_Phone_Charm.jpg,https://ersanails.com/collections/all/products/phone-charm-strawberry-cake
Face Gems,$6.99 USD,,product_images/Face_Gems.jpg,https://ersanails.com/collections/all/products/face-gems
Arm Cuff,$14.99 USD,,product_images/Arm_Cuff.jpg,https://ersanails.com/collections/all/products/arm-cuff
Hair Scarf,$6.99 USD,,product_images/Hair_Scarf.jpg,https://ersanails.com/collections/all/products/hair-scarf
