Product Name
Opalescent S
Folklore
The Harmony
Olive S
Qipao
Dragon Roar
Oriental Beauty
Only You
Camellia Aroma Charm
Flower Hairclip
Blue Crystal - Braided Bracelet
Sweet Strawberry - Strawberry Phone Charm
Pink Puppy - Puppy Phone Charm
Seashell - Kitty Phone Charm
Pink Sakura - Flower Phone Charm
Butterflies & Petals - Flower Phone Charm
Mermaid - Mermaid Phone Charm
Metallic Bows - Bow Phone Charm
Blue Starfish - Starfish Phone Charm
Brown Kitty - Kitty Phone Charm
White Kitty - Handmade Bracelet
Pink Kitty - Handmade Bracelet
Blue Kitty - Handmade Bracelet
Naughty Kitty - Handmade Bracelet
Silver Star - Handmade Bracelet
Crystal Flower - Handmade Bracelet
Handmade Butterfly Ring
Strawberry Cake - Strawberry Phone Charm
Face Gems
Arm Cuff
Hair Scarf
